type,name,address,ttl,comment,disabled,zone
a,kids-test.gkb.ch,185.178.60.98,120,,False,gkb.ch
a,login.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,login-dev.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,login-test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,makoshare.gkb.ch,185.178.60.67,14400,,False,gkb.ch
a,mobiletest.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,mtls-login.gkb.ch,185.178.61.84,14400,,False,gkb.ch
a,mtls-login-dev.gkb.ch,185.178.61.85,14400,,False,gkb.ch
a,mtls-login-test.gkb.ch,185.178.61.85,14400,,False,gkb.ch
a,mx1.gkb.ch,185.178.62.9,14400,,False,gkb.ch
a,mx2.gkb.ch,185.178.62.10,14400,,False,gkb.ch
a,mx3.gkb.ch,185.178.62.54,14400,,False,gkb.ch
a,mx4.gkb.ch,185.178.62.55,14400,,False,gkb.ch
a,mxhybrid.gkb.ch,185.178.62.92,14400,,False,gkb.ch
a,mxhybrid.gkb.ch,185.178.62.91,14400,,False,gkb.ch
a,onboarding.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,onboarding-test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,onfido.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,onfido-dev.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,onfido-test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,business-banking.portal.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,business-banking-dev.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,business-banking-test.portal.gkb.ch,185.178.61.38,120,,False,gkb.ch
a,deve-banking.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,devmobile-banking.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,e-banking.portal.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,gioia.portal.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,gioiadev.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,gioiatst.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,mb4.portal.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,mb4-dev.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,mb4-test.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,mobile-banking.portal.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,tste-banking.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,tstmobile-banking.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,vorsorgeapp.portal.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,vorsorgeapp-dev.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,vorsorgeapp-test.portal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,prod.gkb.ch,146.75.119.10,14400,,False,gkb.ch
a,ras.gkb.ch,185.178.61.19,14400,,False,gkb.ch
a,rw.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,rw-test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,securemail.gkb.ch,185.178.61.107,300,,False,gkb.ch
a,sft.gkb.ch,185.178.61.244,120,,False,gkb.ch
a,shop.gkb.ch,193.246.101.80,14400,,False,gkb.ch
a,sign.gkb.ch,46.140.190.54,14400,,False,gkb.ch
a,signtest.gkb.ch,46.140.190.29,14400,,False,gkb.ch
a,smtp365.gkb.ch,185.178.61.246,14400,,False,gkb.ch
a,sts.gkb.ch,185.178.61.90,14400,,False,gkb.ch
a,web-api.test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,testhrportal.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,tstcronto.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,tstevent.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,tsttwint.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,tstwebview.gkb.ch,185.178.61.38,600,,False,gkb.ch
a,twint.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,vpn2corp.gkb.ch,185.178.61.30,14400,,False,gkb.ch
a,vpn2corp-test.gkb.ch,185.178.61.29,600,,False,gkb.ch
a,web.gkb.ch,193.93.20.179,600,,False,gkb.ch
a,web-api.gkb.ch,185.178.61.39,14400,,False,gkb.ch
a,webmail.gkb.ch,185.178.61.246,14400,,False,gkb.ch
a,webview.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,wifi.gkb.ch,10.38.24.194,300,,False,gkb.ch
a,www.gkb.ch,146.75.119.10,300,,False,gkb.ch
a,www2.gkb.ch,185.178.61.39,3600,,False,gkb.ch
a,www2test.gkb.ch,185.178.61.38,14400,,False,gkb.ch
a,zukunft.gkb.ch,193.93.20.179,14400,,False,gkb.ch
a,gkb.digital,145.252.0.138,14400,,False,gkb.digital
a,www.gkb.digital,145.252.0.138,14400,,False,gkb.digital
a,gkbextra.ch,145.252.1.15,14400,,False,gkbextra.ch
a,localhost.gkbextra.ch,127.0.0.1,14400,,False,gkbextra.ch
a,www.gkbextra.ch,145.252.1.15,14400,,False,gkbextra.ch
a,graubuendner-kantonalbank.ch,145.252.0.138,14400,,False,graubuendner-kantonalbank.ch
a,localhost.graubuendner-kantonalbank.ch,127.0.0.1,14400,,False,graubuendner-kantonalbank.ch
a,www.graubuendner-kantonalbank.ch,145.252.0.138,14400,,False,graubuendner-kantonalbank.ch
a,graubuendnerkantonalbank.ch,145.252.0.138,14400,,False,graubuendnerkantonalbank.ch
a,localhost.graubuendnerkantonalbank.ch,127.0.0.1,14400,,False,graubuendnerkantonalbank.ch
a,www.graubuendnerkantonalbank.ch,145.252.0.138,14400,,False,graubuendnerkantonalbank.ch
a,grkb.ch,145.252.0.138,14400,,False,grkb.ch
a,e-banking.grkb.ch,145.252.1.22,14400,,False,grkb.ch
a,gkb-extra.grkb.ch,194.126.200.46,14400,,False,grkb.ch
a,mailhub.grkb.ch,145.252.1.68,14400,,False,grkb.ch
a,mailing.grkb.ch,217.192.156.40,14400,,False,grkb.ch
a,secure.grkb.ch,145.252.1.18,14400,,False,grkb.ch
